user_id,restaurant_id,dish_id,rating
2,56,415,3
2,66,380,1
2,59,292,9
2,74,75,2
2,52,227,5
2,47,487,10
2,44,334,6
2,79,85,6
2,70,481,10
2,10,695,2
2,20,285,8
2,16,210,2
2,36,143,5
2,91,251,5
2,79,926,1
2,45,356,10
2,35,577,2
2,71,389,8
2,64,536,2
2,75,830,3
2,54,465,2
2,16,2,2
2,32,184,4
2,93,110,3
2,25,161,8
2,38,938,9
2,68,812,5
2,12,432,3
2,5,392,10
2,72,902,8
2,27,173,1
2,38,129,9
2,94,803,3
2,9,799,4
2,78,780,2
2,53,170,4
2,18,485,1
2,10,452,5
2,62,578,3
2,33,78,5
2,82,576,1
2,65,840,8
2,93,811,3
2,40,931,10
2,79,617,5
2,33,810,2
2,60,176,5
2,71,819,9
2,66,678,3
2,2,953,5
2,59,201,8
2,5,533,7
2,97,312,7
2,73,553,4
2,100,527,3
2,66,896,9
2,71,400,2
2,79,706,3
2,79,310,9
2,50,153,7
2,2,834,9
2,25,274,9
2,47,820,9
2,94,879,7
2,98,375,8
2,93,92,3
2,25,958,7
2,16,453,10
2,19,934,6
2,7,366,6
2,25,974,2
2,48,319,3
2,46,63,3
2,25,19,1
2,10,977,9
2,50,983,7
2,40,750,8
2,51,745,7
2,64,348,5
2,78,618,1
2,73,676,3
2,89,23,2
2,70,661,10
2,9,707,1
2,92,511,7
2,23,189,8
2,8,236,7
2,22,420,5
2,33,740,10
2,43,700,4
2,14,543,8
2,9,945,1
2,22,316,10
2,74,228,2
2,47,242,4
2,71,491,9
2,79,674,3
2,40,108,8
2,14,899,10
2,39,442,1
2,37,440,7
2,57,718,3
2,36,437,1
2,86,344,5
2,24,474,7
2,93,81,7
2,36,697,5
2,88,980,6
2,71,947,10
2,75,31,8
2,73,11,5
2,5,891,8
2,71,525,4
2,2,796,4
2,36,158,2
2,88,347,5
2,59,753,2
2,28,258,3
2,62,318,2
2,50,497,5
2,12,5,4
2,8,711,8
2,54,199,9
2,89,117,7
2,14,205,7
2,30,693,5
2,53,175,3
2,1,702,5
2,12,203,8
2,79,757,2
2,66,921,8
2,3,120,8
2,42,178,10
2,23,276,5
2,16,863,1
2,61,14,9
2,99,249,5
2,34,910,2
2,79,346,3
2,50,942,6
2,40,385,4
2,79,895,10
2,58,541,10
2,37,568,3
2,13,642,9
2,82,130,4
2,33,91,7
2,17,306,5
2,44,127,3
2,51,964,7
2,28,164,2
2,22,112,1
2,86,703,4
2,40,860,6
2,50,869,3
2,65,454,5
2,49,720,10
2,17,729,1
2,100,328,4
2,37,503,5
2,89,73,1
2,36,3,7
2,5,574,5
2,84,826,9
2,91,621,5
2,90,13,1
2,93,804,2
2,65,884,6
2,52,689,7
2,8,428,7
2,46,109,7
2,4,741,6
2,34,970,2
2,32,182,9
2,33,924,1
2,58,949,8
2,46,336,10
2,72,309,9
2,25,754,1
2,48,305,9
2,15,782,5
2,32,531,7
2,99,43,1
2,26,357,4
2,46,634,8
2,65,792,10
2,74,438,4
2,54,772,8
2,43,472,4
2,39,295,8
2,37,601,9
2,71,868,3
2,43,559,8
2,94,855,2
2,6,594,9
2,79,778,6
2,59,439,6
2,66,341,1
2,89,56,4
2,87,787,4
2,73,875,9
2,59,345,9
2,86,217,7
2,77,461,6
2,86,41,10
2,23,643,2
2,39,990,1
2,99,900,2
2,100,712,7
2,97,179,8
2,13,177,7
2,75,493,1
2,24,59,7
2,23,458,10
2,11,477,8
2,7,17,9
2,6,459,10
2,45,701,8
2,70,441,3
2,28,687,4
2,31,890,8
2,90,460,1
2,99,823,5
2,25,878,3
2,81,638,5
2,14,660,4
2,79,520,2
2,73,418,6
2,74,30,2
2,49,956,10
2,65,401,8
2,86,670,10
2,4,784,10
2,86,430,4
2,52,489,5
2,80,204,3
2,47,372,9
2,89,33,4
2,59,514,3
2,24,997,8
2,81,968,2
2,39,157,9
2,40,573,7
2,50,827,4
2,15,335,6
2,72,383,2
2,53,530,10
2,47,373,9
2,61,892,1
2,48,580,1
2,84,602,1
2,23,4,7
2,50,664,1
2,4,748,4
2,80,131,9
2,85,627,2
2,63,625,7
2,73,343,10
2,57,836,3
2,77,42,5
2,40,322,1
2,5,223,8
2,59,329,9
2,51,917,6
2,47,512,8
2,79,114,2
2,79,49,9
2,48,290,10
2,10,77,10
2,74,207,3
2,71,979,7
2,72,448,9
2,73,286,1
2,88,937,2
2,11,387,3
2,27,226,5
2,77,708,4
2,98,121,10
2,75,991,5
2,85,513,8
2,2,457,3
2,71,388,3
2,23,596,6
2,13,222,10
2,37,269,3
2,39,172,6
2,9,774,3
2,18,769,10
2,79,685,1
2,80,545,7
2,99,885,1
2,86,865,4
2,28,766,3
2,79,124,1
2,91,916,4
2,44,181,5
2,22,162,9
2,100,705,6
2,28,266,1
2,58,735,5
2,60,118,2
2,84,845,8
2,81,963,6
2,87,764,7
2,45,522,3
2,44,673,1
2,79,999,8
2,66,469,9
2,79,598,10
2,8,241,6
2,89,135,10
2,69,156,3
2,24,354,5
2,59,140,9
2,60,933,3
2,74,966,1
2,79,61,7
2,71,353,10
2,41,644,3
2,77,166,7
2,71,961,10
2,80,880,9
2,74,301,6
2,79,215,7
2,39,408,8
2,33,883,6
2,65,298,1
2,22,395,4
2,60,132,1
2,28,315,10
2,4,912,6
2,96,739,9
2,63,732,10
2,31,417,3
2,1,566,1
2,15,39,5
2,21,471,8
2,20,250,10
2,71,506,5
2,59,403,4
2,91,54,10
2,63,195,5
2,37,137,4
2,69,582,10
2,32,663,3
2,55,672,8
3,6,643,10
3,93,763,6
3,43,910,5
3,33,200,5
3,77,587,10
3,47,798,1
3,73,653,4
3,16,756,1
3,43,417,7
3,64,499,2
3,18,515,9
3,41,457,3
3,37,882,6
3,55,531,3
3,1,181,8
3,61,450,4
3,10,753,8
3,86,810,7
3,55,267,7
3,61,59,8
3,89,247,1
3,38,129,5
3,35,693,2
3,75,607,6
3,22,832,4
3,78,688,10
3,36,88,2
3,21,764,8
3,93,814,4
3,45,579,2
3,89,534,1
3,99,650,2
3,59,1000,3
3,22,659,6
3,17,803,10
3,99,256,4
3,43,692,1
3,40,638,3
3,25,713,5
3,28,616,9
3,9,707,5
3,56,86,1
3,82,891,9
3,20,702,4
3,74,248,1
3,99,855,7
3,15,529,10
3,84,196,1
3,64,949,6
3,54,601,4
3,23,360,9
3,28,848,2
3,77,762,7
3,32,669,1
3,74,438,9
3,51,834,1
3,28,178,9
3,6,84,2
3,43,574,5
3,54,265,6
3,72,29,7
3,36,158,8
3,71,28,5
3,79,49,1
3,35,239,6
3,71,194,9
3,5,746,4
3,64,313,3
3,1,817,9
3,62,156,4
3,71,388,7
3,71,62,1
3,94,885,9
3,58,801,5
3,81,624,1
3,89,352,9
3,2,104,3
3,79,52,3
3,59,198,6
3,79,791,5
3,43,325,10
3,7,295,4
3,58,100,3
3,5,244,4
3,40,82,5
3,11,386,9
3,24,892,7
3,1,557,9
3,39,631,1
3,22,959,1
3,81,666,2
3,42,797,2
3,100,428,5
3,24,886,2
3,82,896,3
3,87,122,2
3,94,271,9
3,91,11,9
3,61,840,3
3,22,824,3
3,21,446,2
3,54,530,1
3,93,66,3
3,22,359,6
3,55,632,8
3,24,989,8
3,40,93,6
3,77,31,5
3,21,74,9
3,73,448,4
3,36,294,2
3,79,727,2
3,86,430,4
3,61,792,7
3,36,596,7
3,40,925,3
3,29,929,10
3,26,986,6
3,1,407,3
3,93,621,2
3,80,401,5
3,74,228,6
3,80,662,8
3,27,547,7
3,89,240,1
3,9,683,7
3,15,794,7
3,73,92,7
3,49,782,1
3,17,176,7
3,26,195,10
3,37,440,1
3,70,580,1
3,11,193,3
3,60,500,1
3,77,146,3
3,94,933,6
3,81,564,4
3,40,524,6
3,43,145,10
3,75,537,2
3,74,87,7
3,10,329,10
3,79,725,1
3,95,102,6
3,94,823,6
3,77,40,10
3,4,340,6
3,80,884,10
3,91,811,6
3,88,640,2
3,37,137,9
3,93,81,6
3,32,127,9
3,83,119,5
3,83,839,7
3,38,465,3
3,81,860,6
3,5,392,8
3,90,96,1
3,78,920,7
3,71,776,4
3,17,270,7
3,49,109,9
3,24,190,8
3,35,668,8
3,27,899,7
3,5,125,3
3,94,288,2
3,81,322,6
3,21,42,6
3,59,410,1
3,87,6,4
3,3,65,7
3,33,217,6
3,74,46,6
3,41,236,10
3,71,998,3
3,28,4,5
3,73,535,4
3,89,807,5
3,88,451,5
3,58,677,5
3,76,566,6
3,15,615,6
3,41,742,10
3,40,337,8
3,96,453,2
3,82,469,9
3,80,522,9
3,48,305,5
3,36,722,10
3,44,334,6
3,12,291,9
3,8,527,6
3,64,165,8
3,86,783,7
3,5,576,6
3,87,993,1
3,74,714,4
3,54,79,8
3,72,110,9
3,23,202,1
3,5,466,10
3,31,144,1
3,25,906,7
3,74,207,4
3,63,264,10
3,65,331,4
3,19,103,4
3,54,772,5
3,37,47,3
3,19,5,6
3,20,768,7
3,79,124,10
3,19,492,5
3,71,212,8
3,19,363,4
3,66,809,6
3,27,441,1
3,31,233,3
3,71,758,5
3,22,479,2
3,60,629,4
3,33,922,9
3,52,903,3
3,77,870,8
3,37,568,10
3,79,215,10
3,69,473,8
3,98,138,6
3,49,800,5
3,71,985,3
3,22,112,8
3,71,416,10
3,96,843,10
3,7,17,9
3,2,847,1
3,89,135,5
3,47,869,3
3,54,652,3
3,13,695,8
3,36,191,4
3,2,402,7
3,55,699,1
3,44,147,5
3,40,898,1
3,79,706,4
3,28,459,1
3,58,350,1
3,88,943,6
3,81,963,9
3,47,238,5
3,92,915,1
3,13,302,5
3,11,348,3
3,32,550,1
3,58,387,8
3,86,449,9
3,95,641,8
3,23,315,6
3,11,106,7
3,6,164,1
3,76,995,7
3,96,838,6
3,43,128,5
3,33,703,5
3,13,636,5
3,71,470,10
3,3,754,9
3,59,972,10
3,86,379,10
3,59,32,5
3,24,701,5
3,54,698,1
3,59,304,10
3,32,611,1
3,71,113,3
3,40,750,5
3,73,133,3
3,23,971,10
3,48,289,2
3,72,709,3
3,66,528,10
3,42,458,2
3,33,371,6
3,13,262,9
3,16,210,5
3,74,411,2
3,89,856,7
3,97,355,3
3,30,160,10
3,59,488,5
3,61,667,3
3,63,98,6
3,97,467,8
3,85,655,8
3,42,280,9
3,31,946,3
3,95,187,9
3,51,927,8
3,28,412,9
3,26,225,7
3,21,15,7
3,26,171,4
3,89,966,10
3,52,358,7
3,58,116,10
3,94,657,7
3,86,620,9
3,36,549,10
3,57,20,7
3,81,108,9
3,10,734,10
3,38,519,4
3,17,237,1
3,11,372,10
3,71,979,2
3,65,234,3
3,5,230,7
3,32,361,6
3,56,590,9
3,89,320,6
3,39,639,6
3,67,571,8
3,14,507,3
3,71,400,7
3,1,480,1
3,65,997,9
3,79,757,9
3,100,645,9
3,71,761,1
3,4,850,7
3,89,117,5
3,74,69,3
3,61,377,5
3,26,357,9
3,51,771,8
3,9,627,3
3,8,872,9
3,66,890,7
3,42,38,4
3,98,932,8
3,72,351,8
3,30,107,7
3,71,389,10
3,94,324,3
3,71,572,1
3,22,252,6
3,37,646,9
3,64,575,4
3,71,973,2
3,52,489,10
3,80,216,7
3,17,879,10
3,42,710,8
3,65,57,3
3,86,670,3
3,91,455,2
3,53,170,7
3,13,292,9
3,32,182,6
3,93,54,4
3,39,408,8
3,51,917,1
3,77,347,8
3,38,864,10
3,74,152,6
3,82,393,9
3,7,231,7
3,8,769,10
3,71,556,3
3,71,751,4
3,83,857,9
3,23,189,6
3,53,894,10
3,56,781,4
3,8,186,1
3,26,44,10
3,56,382,8
3,34,593,9
3,44,597,6
3,28,143,2
3,50,983,2
3,40,563,5
3,88,788,3
3,71,353,9
3,69,318,3
3,89,323,9
3,79,778,2
3,65,476,3
3,71,770,3
3,15,738,6
3,57,330,7
3,94,940,3
3,87,151,8
3,42,594,4
3,90,68,4
3,2,716,7
3,46,836,10
3,82,540,2
3,12,432,9
3,11,675,8
3,51,328,3
3,79,633,7
3,79,731,10
3,71,525,10
3,72,544,7
3,7,988,3
3,23,444,4
3,65,592,2
3,81,951,9
3,17,132,3
3,74,775,8
3,98,297,10
3,11,284,7
3,79,895,9
3,93,418,1
3,85,945,5
3,65,131,10
3,78,543,5
3,87,980,7
3,28,115,6
3,85,826,2
3,42,558,10
3,22,968,8
3,75,815,8
3,79,272,6
3,72,314,6
3,74,378,9
3,40,447,6
3,66,559,7
3,71,429,9
3,55,285,5
3,66,130,8
3,79,396,9
3,22,862,1
3,40,394,7
3,22,327,4
3,65,647,2
3,37,211,10
3,83,625,2
3,69,785,9
3,31,180,10
3,85,538,9
3,86,41,2
3,100,307,3
3,99,649,1
3,54,374,10
3,98,205,2
3,84,812,10
3,46,273,8
3,8,9,10
3,45,356,7
3,79,585,4
3,76,630,9
3,65,71,5
3,99,398,1
3,77,909,1
3,56,717,6
3,59,140,10
3,38,169,4
3,25,8,8
3,58,827,8
3,71,506,3
3,45,478,2
3,61,94,6
3,9,513,6
3,37,510,6
3,71,80,9
3,60,555,9
3,91,553,5
3,91,343,6
3,38,462,2
3,79,674,2
3,65,50,1
3,24,723,3
3,91,251,1
3,36,148,9
3,10,391,6
3,65,962,9
3,10,950,1
3,62,58,8
3,90,907,9
3,22,570,4
3,61,136,5
3,79,526,9
3,34,690,7
3,89,56,1
3,30,774,7
3,44,935,5
3,72,908,7
3,22,523,10
3,43,846,4
3,65,880,9
3,73,339,2
3,66,533,8
3,56,634,3
3,73,383,8
3,22,26,9
4,55,699,4
4,15,578,3
4,21,764,6
4,79,791,5
4,45,521,4
4,19,826,5
4,40,959,6
4,80,997,6
4,77,818,9
4,64,153,7
4,4,518,8
4,40,385,5
4,54,882,5
4,74,248,2
4,83,171,9
4,21,909,8
4,88,537,2
4,15,637,8
4,89,301,1
4,7,808,2
4,62,785,2
4,96,756,9
4,83,225,2
4,71,429,5
4,84,89,7
4,15,154,10
4,63,625,8
4,28,148,1
4,31,871,10
4,20,597,9
4,86,589,4
4,74,73,3
4,83,779,1
4,81,359,10
4,59,329,3
4,66,466,4
4,41,527,8
4,74,856,10
4,99,237,7
4,43,540,2
4,31,760,6
4,39,48,4
4,7,274,1
4,22,951,3
4,73,908,5
4,64,664,9
4,3,990,4
4,86,41,7
4,22,93,7
4,61,701,10
4,74,425,2
4,13,852,10
4,50,675,3
4,13,77,5
4,11,386,5
4,24,192,10
4,47,64,4
4,53,816,2
4,79,731,7
4,39,988,5
4,43,576,1
4,70,111,7
4,90,90,3
4,73,653,2
4,86,924,7
4,53,622,6
4,38,155,3
4,92,953,8
4,52,134,2
4,96,912,1
4,10,18,9
4,1,480,3
4,71,572,6
4,75,980,5
4,89,482,5
4,95,179,8
4,46,382,9
4,71,751,10
4,25,754,8
4,45,426,4
4,40,245,6
4,99,271,2
4,59,391,8
4,51,705,4
4,50,116,2
4,50,284,10
4,96,326,9
4,70,290,6
4,17,555,3
4,24,139,5
4,59,695,6
4,46,738,8
4,36,164,7
4,80,962,4
4,79,67,9
4,1,468,2
4,85,363,8
4,26,732,5
4,17,381,6
4,3,490,5
4,89,240,8
4,48,305,3
4,72,965,1
4,85,103,2
4,71,868,2
4,64,238,7
4,57,254,6
4,61,216,3
4,89,263,1
4,62,634,9
4,17,823,3
4,80,71,4
4,81,736,2
4,29,36,3
4,75,957,1
4,24,522,1
4,33,99,1
4,59,928,7
4,97,542,6
4,22,420,6
4,31,180,5
4,6,616,2
4,47,165,1
4,40,322,8
4,12,774,6
4,94,900,6
4,79,706,1
4,98,920,7
4,22,581,4
4,66,341,3
4,47,105,3
4,6,158,1
4,46,156,10
4,74,56,3
4,40,523,7
4,74,75,2
4,80,892,1
4,2,771,4
4,85,239,5
4,63,68,10
4,47,364,4
4,63,948,6
4,79,215,2
4,38,463,4
4,51,644,5
4,95,739,5
4,46,718,4
4,45,476,9
4,53,646,5
4,65,545,7
4,10,222,5
4,55,147,7
4,31,767,5
4,81,624,1
4,100,923,10
4,8,796,7
4,93,66,8
4,79,526,5
4,85,291,6
4,81,406,8
4,91,286,7
4,1,632,6
4,47,575,7
4,32,817,6
4,26,907,5
4,95,281,3
4,71,255,9
4,55,630,7
4,28,459,2
4,95,358,6
4,23,594,7
4,62,473,6
4,28,881,8
4,50,373,7
4,76,407,6
4,33,430,6
4,71,300,3
4,42,294,9
4,30,577,3
4,71,212,7
4,33,78,5
4,67,513,8
4,7,442,8
4,36,505,4
4,7,713,6
4,73,163,5
4,57,717,6
4,65,331,4
4,79,685,7
4,68,849,9
4,13,304,10
4,66,678,4
4,74,320,7
4,13,403,4
4,88,788,2
4,43,128,9
4,22,925,8
4,79,633,4
4,87,870,4
4,75,12,7
4,87,609,3
4,11,512,2
4,59,642,10
4,71,113,9
4,11,536,9
4,48,375,5
4,23,759,2
4,5,456,5
4,69,781,4
4,28,189,8
4,31,593,6
4,91,825,3
4,64,497,3
4,81,665,5
4,43,37,4
4,88,993,2
4,60,629,10
4,82,125,5
4,45,354,7
4,28,266,9
4,22,802,2
4,78,261,7
4,48,226,5
4,95,355,2
4,43,325,8
4,5,380,7
4,57,63,4
4,40,564,4
4,21,991,1
4,99,885,2
4,13,34,10
4,71,400,7
4,92,307,4
4,88,887,5
4,80,14,1
4,12,799,4
4,8,229,5
4,74,438,8
4,71,194,8
4,10,636,5
4,1,399,5
4,89,715,2
4,21,613,2
4,41,769,10
4,24,190,2
